Sales,Product,Date,Region
2005.0,pink morsel,2021-12-04,east
2190.0,pink morsel,2021-12-05,east
2200.0,pink morsel,2021-12-06,east
2300.0,pink morsel,2021-12-07,east
2375.0,pink morsel,2021-12-08,east
2335.0,pink morsel,2021-12-09,east
2400.0,pink morsel,2021-12-10,east
2435.0,pink morsel,2021-12-11,east
2235.0,pink morsel,2021-12-12,east
2110.0,pink morsel,2021-12-13,east
2370.0,pink morsel,2021-12-14,east
2365.0,pink morsel,2021-12-15,east
2435.0,pink morsel,2021-12-16,east
2090.0,pink morsel,2021-12-17,east
2380.0,pink morsel,2021-12-18,east
2180.0,pink morsel,2021-12-19,east
2250.0,pink morsel,2021-12-20,east
2355.0,pink morsel,2021-12-21,east
2010.0,pink morsel,2021-12-22,east
2205.0,pink morsel,2021-12-23,east
2440.0,pink morsel,2021-12-24,east
2085.0,pink morsel,2021-12-25,east
2450.0,pink morsel,2021-12-26,east
2415.0,pink morsel,2021-12-27,east
2415.0,pink morsel,2021-12-28,east
2285.0,pink morsel,2021-12-29,east
2260.0,pink morsel,2021-12-30,east
2295.0,pink morsel,2021-12-31,east
2190.0,pink morsel,2022-01-01,east
2110.0,pink morsel,2022-01-02,east
2440.0,pink morsel,2022-01-03,east
2010.0,pink morsel,2022-01-04,east
2025.0,pink morsel,2022-01-05,east
2290.0,pink morsel,2022-01-06,east
2180.0,pink morsel,2022-01-07,east
2070.0,pink morsel,2022-01-08,east
2335.0,pink morsel,2022-01-09,east
2370.0,pink morsel,2022-01-10,east
2305.0,pink morsel,2022-01-11,east
2095.0,pink morsel,2022-01-12,east
2485.0,pink morsel,2022-01-13,east
2080.0,pink morsel,2022-01-14,east
2130.0,pink morsel,2022-01-15,east
2290.0,pink morsel,2022-01-16,east
2070.0,pink morsel,2022-01-17,east
2085.0,pink morsel,2022-01-18,east
2040.0,pink morsel,2022-01-19,east
2160.0,pink morsel,2022-01-20,east
2380.0,pink morsel,2022-01-21,east
2495.0,pink morsel,2022-01-22,east
2205.0,pink morsel,2022-01-23,east
2370.0,pink morsel,2022-01-24,east
2110.0,pink morsel,2022-01-25,east
2075.0,pink morsel,2022-01-26,east
2055.0,pink morsel,2022-01-27,east
2240.0,pink morsel,2022-01-28,east
2290.0,pink morsel,2022-01-29,east
2500.0,pink morsel,2022-01-30,east
2040.0,pink morsel,2022-01-31,east
2405.0,pink morsel,2022-02-01,east
2375.0,pink morsel,2022-02-02,east
2090.0,pink morsel,2022-02-03,east
2010.0,pink morsel,2022-02-04,east
2130.0,pink morsel,2022-02-05,east
2020.0,pink morsel,2022-02-06,east
2255.0,pink morsel,2022-02-07,east
2430.0,pink morsel,2022-02-08,east
2225.0,pink morsel,2022-02-09,east
2070.0,pink morsel,2022-02-10,east
2470.0,pink morsel,2022-02-11,east
2110.0,pink morsel,2022-02-12,east
2500.0,pink morsel,2022-02-13,east
2500.0,pink morsel,2022-02-14,east
